1	C	0.0327869
1	C++	0.0327869
1	D	0.0163934
1	JavaScript	0.0327869
1	Perl	0.770492
1	Ruby	0.0327869
1	Self	0.0163934
1	Shell	0.0491803
1	VimL	0.0163934
2	ActionScript	0.0215054
2	C	0.0322581
2	C++	0.0430108
2	Clojure	0.0107527
2	D	0.0107527
2	Groovy	0.0107527
2	Java	0.0967742
2	JavaScript	0.376344
2	Objective-C	0.0107527
2	PHP	0.0645161
2	Perl	0.0322581
2	Python	0.107527
2	Ruby	0.0967742
2	Scala	0.0107527
2	Shell	0.0645161
2	VimL	0.0107527
3	JavaScript	0.166667
3	Ruby	0.833333
4	JavaScript	0.196078
4	PHP	0.72549
4	Ruby	0.0588235
4	Shell	0.0196078
6	JavaScript	0.1875
6	Ruby	0.796875
6	Shell	0.0104167
6	VimL	0.00520833
7	C	0.0638298
7	JavaScript	0.276596
7	PHP	0.0212766
7	Ruby	0.638298
8	C	0.0322581
8	C++	0.016129
8	Groovy	0.016129
8	Java	0.177419
8	JavaScript	0.225806
8	PHP	0.016129
8	Ruby	0.419355
8	Shell	0.0967742
9	PHP	1
10	JavaScript	0.222222
10	Ruby	0.777778
11	JavaScript	0.3125
11	Ruby	0.6875
12	C	0.0727273
12	C++	0.0181818
12	Erlang	0.0181818
12	Java	0.0363636
12	JavaScript	0.309091
12	PHP	0.0363636
12	Perl	0.0181818
12	Ruby	0.418182
12	Shell	0.0727273
13	C	0.0625
13	Clojure	0.0625
13	Erlang	0.375
13	Java	0.03125
13	JavaScript	0.1875
13	Perl	0.0625
13	Ruby	0.0625
13	Shell	0.15625
14	C	0.0769231
14	C++	0.025641
14	JavaScript	0.25641
14	Objective-C	0.025641
14	PHP	0.025641
14	Perl	0.025641
14	Python	0.0512821
14	Ruby	0.512821
15	C	0.0344828
15	JavaScript	0.275862
15	Objective-C	0.0574713
15	PHP	0.0229885
15	Perl	0.0229885
15	Python	0.0229885
15	Ruby	0.54023
15	Shell	0.0229885
16	ActionScript	0.00313152
16	C	0.0292276
16	C++	0.00626305
16	D	0.00104384
16	Erlang	0.00208768
16	Java	0.00835073
16	JavaScript	0.2119
16	Lua	0.00104384
16	Objective-C	0.0104384
16	PHP	0.0208768
16	Perl	0.0208768
16	Python	0.0156576
16	Ruby	0.636743
16	Shell	0.0219207
16	Smalltalk	0.00104384
16	VimL	0.00939457
17	C	0.0909091
17	JavaScript	0.181818
17	Ruby	0.727273
18	C	0.03125
18	Java	0.03125
18	JavaScript	0.375
18	PHP	0.0625
18	Perl	0.0625
18	Ruby	0.4375
19	Haskell	1
20	C	0.0460751
20	C++	0.00682594
20	Clojure	0.00511945
20	Erlang	0.00682594
20	Groovy	0.00341297
20	Java	0.00682594
20	JavaScript	0.196246
20	Lua	0.00511945
20	Nu	0.00341297
20	Objective-C	0.00682594
20	PHP	0.00853242
20	Perl	0.00853242
20	Python	0.0136519
20	Ruby	0.646758
20	Scheme	0.00511945
20	Self	0.00170648
20	Shell	0.0255973
20	Smalltalk	0.00170648
20	VimL	0.00170648
21	ActionScript	0.00225989
21	C	0.039548
21	C++	0.00564972
21	Erlang	0.00677966
21	Haskell	0.00338983
21	Io	0.0112994
21	Java	0.00451977
21	JavaScript	0.171751
21	OCaml	0.00112994
21	Objective-C	0.00112994
21	PHP	0.00903955
21	Perl	0.0180791
21	Python	0.0350282
21	Ruby	0.624859
21	Scala	0.00112994
21	Scheme	0.00564972
21	Shell	0.0418079
21	VimL	0.0169492
22	C	0.0441176
22	C++	0.0147059
22	Java	0.0147059
22	JavaScript	0.220588
22	Objective-C	0.0147059
22	Ruby	0.691176
23	C	0.2
23	C++	0.05
23	FORTRAN	0.15
23	JavaScript	0.05
23	Python	0.4
23	Ruby	0.05
23	Scheme	0.05
23	Shell	0.05
24	C	0.0436893
24	C++	0.00970874
24	D	0.00485437
24	Java	0.00970874
24	JavaScript	0.160194
24	Objective-C	0.0145631
24	PHP	0.00485437
24	Perl	0.00485437
24	Python	0.00970874
24	Ruby	0.694175
24	Scheme	0.0145631
24	Shell	0.0145631
24	Smalltalk	0.00485437
24	VimL	0.00970874
25	JavaScript	0.125
25	Perl	0.0625
25	Ruby	0.8125
26	C	0.142857
26	JavaScript	0.285714
26	Python	0.428571
26	Shell	0.142857
27	ActionScript	0.0125
27	C	0.0125
27	C++	0.0125
27	JavaScript	0.1875
27	Objective-C	0.0125
27	Ruby	0.7125
27	VimL	0.05
28	JavaScript	0.142857
28	Ruby	0.785714
28	VimL	0.0714286
29	C	0.00952381
29	Java	0.00952381
29	JavaScript	0.180952
29	Lua	0.00952381
29	Objective-C	0.047619
29	Ruby	0.685714
29	Shell	0.0285714
29	VimL	0.0285714
30	C	0.0246914
30	C++	0.0123457
30	JavaScript	0.259259
30	Objective-C	0.0123457
30	Perl	0.0246914
30	Python	0.0123457
30	Ruby	0.641975
30	Shell	0.0123457
31	JavaScript	0.294118
31	Ruby	0.705882
32	C	0.2
32	C++	0.2
32	Java	0.2
32	Perl	0.2
32	Shell	0.2
33	C	0.2
33	JavaScript	0.2
33	Perl	0.2
33	Ruby	0.2
33	VimL	0.2
34	JavaScript	0.263158
34	Ruby	0.526316
34	Shell	0.157895
34	VimL	0.0526316
36	C	0.043956
36	C++	0.021978
36	D	0.010989
36	Erlang	0.021978
36	Java	0.010989
36	JavaScript	0.164835
